Facility Name,CMS Certification Number (CCN),Alternate CCN 1,Alternate CCN 2,Address 1,Address 2,City,State,Zip Code,Network,Hemoglobin 12 g/dL Measure Score,Hemoglobin 12 g/dL Performance Period Rate,Number of Patients Included in Hemoglobin Measure Score Performance Period,Hemoglobin 12 g/dL Baseline Period Rate,Number of Patients Included in Hemoglobin Measure Score Baseline Period,Hemoglobin 12 g/dL Performance Score Applied,Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Hemodialysis  Measure Score Performance Period,Number of Kt/V Adult Hemodialysis Patient Months Performance Period,Kt/V Adult Hemodialysis Baseline Period Rate,Number of Kt/V Adult Hemodialysis  Patient Months Baseline Period,Kt/V Adult Hemodialysis Performance Score Applied,Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Adult Peritoneal Dialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Peritoneal Dialysis Measure Score  Performance Period,Number of Kt/V Adult Peritoneal Dialysis Patient Months Performance Period,Kt/V Adult Peritoneal Dialysis Baseline Period Rate,Number of Kt/V Adult Peritoneal Dialysis Patient Months Baseline Period,Kt/V Adult Peritoneal Dialysis Performance Score Applied,Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Pediatric Hemodialysis  Measure Score Performance Period,Number of Kt/V Pediatric Hemodialysis Patient Months Performance Period,Kt/V Pediatric Hemodialysis Baseline Period Rate,Number of Kt/V Pediatric Hemodialysis Patient Months Baseline Period,Kt/V Pediatric Hemodialysis Performance Score Applied,Kt/V Dialysis Adequacy Combined Measure Score,Fistula Measure Score,Fistula Performance Period Rate,Number of Patients Included in Fistula Measure Score  Performance Period,Number of Fistula Patient Months Performance Period,Fistula Baseline Period Rate,Number of Fistula Patient Months Baseline Period,Fistula Performance Score Applied,Catheter Measure Score,Catheter Performance Period Rate,Number of  Patients Included in Catheter Measure Score Performance Period,Number of Catheter Patient Months Performance Period,Catheter Baseline Period Rate,Number of Catheter Patient Months Baseline Period,Catheter Performance Score Applied,Vascular Access Combined Measure Score,Hypercalcemia Measure Score,Hypercalcemia Performance Period Rate,Number of  Patients Included in Hypercalcemia Measure Score Performance Period,Number of Hypercalcemia Patient Months Performance Period,Hypercalcemia Baseline Period Rate,Number of Hypercalcemia Patient Months Baseline Period,Hypercalcemia Performance Score Applied,NHSN Measure Score,NHSN Performance Period  Rate,Total number of eligible NHSN Patients,ICH CAHPS Admin Score,Mineral Metabolism Reporting Score,Anemia Management Reporting Score,Total Performance Score,PY2016 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2013",Date of ownership record update
RCG LAKEWOOD DIALYSIS,312557,,,SEAGULL SHOPPING PLAZA,1328 RIVER AVENUE STE 16,LAKEWOOD,NJ,08701,3,10,0%,72,0%,74,Achievement,8,95%,100,722,89%,791,Achievement,N/A,Insufficient data,8,54,Insufficient data,5,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,1,50%,76,747,47%,859,Achievement,6,9%,83,706,15%,785,Achievement,4,1,5%,112,856,5%,1042,Achievement,5,0.898,170,10,8,9,67,No Reduction,10/31/2001,RENAL CARE GROUP INC.,08/29/2006
ST. RAPHAEL DIALYSIS CENTER - NEW HAVEN,072512,,,DIALYSIS UNIT,137 WATER STREET,NEW HAVEN,CT,06511,1,10,0%,132,0%,132,Achievement,9,97%,165,1529,93%,1422,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,4,60%,162,1713,58%,1663,Achievement,3,15%,166,1594,16%,1390,Achievement,3,8,1%,200,1702,1%,1701,Achievement,3,1.270,243,10,8,10,72,No Reduction,08/05/1996,FRESENIUS MEDICAL CARE,03/09/2011
DCI - TULANE-NEW ORLEANS,192575,,,TULANE UNIVERSITY,1415 TULANE AVE - 7TH FLOOR,NEW ORLEANS,LA,70112,13,0,4%,24,0%,32,Achievement,6,93%,31,273,91%,349,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,1,12,Insufficient data,12,N/A,6,10,77%,30,314,65%,382,Achievement,7,7%,30,294,12%,366,Achievement,9,6,2%,46,383,2%,464,Achievement,8,0.368,62,10,6,10,65,No Reduction,01/01/1993,"DIALYSIS CLINIC, INC.",06/12/2015
UNIVERSITY OF VIRGINIA HOSPITAL,490009,492301,,RENAL SERVICES,1416 UNIVERSITY AVE 5TH FLOOR,CHARLOTTESVILLE,VA,22908,5,10,0%,97,0%,98,Achievement,9,97%,118,984,94%,983,Achievement,0,2%,36,123,1%,114,Achievement,N/A,Insufficient data,1,1,Insufficient data,1,N/A,7,1,52%,95,1037,52%,1086,Achievement,1,28%,106,999,31%,1000,Improvement,1,6,2%,120,955,2%,939,Achievement,5,0.907,170,10,7,10,66,No Reduction,09/01/1977,STATE OWNED,01/02/1974
FMC SILVER DIALYSIS,312560,312332,,DIALYSIS UNIT,1417 BRACE RD SUITE B,CHERRY HILL,NJ,08034,3,10,0%,72,0%,69,Achievement,6,90%,129,762,78%,757,Improvement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,6,3,57%,88,798,52%,772,Achievement,0,25%,97,703,22%,684,Achievement,1,5,3%,116,827,1%,925,Achievement,N/A,N/A,N/A,10,2,10,60,No Reduction,04/22/2002,FRESENIUS MEDICAL CARE,12/31/2014
DCI WATERVILLE,202515,,,THAYER CAMPUS,149 NORTH STREET,WATERVILLE,ME,04901,1,10,0%,44,Insufficient data,0,Achievement,8,96%,55,431,Insufficient data,0,Achievement,N/A,Insufficient data,5,28,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,5,64%,50,482,Insufficient data,0,Achievement,2,17%,51,331,Insufficient data,0,Achievement,3,5,3%,61,482,1%,498,Achievement,0,Not Reported,73,0,9,10,55,No Reduction,08/31/1977,"DIALYSIS CLINIC, INC.",09/03/2013
RV BRICK,312563,,,RENAL CENTER,150 BRICK BOULEVARD,BRICK,NJ,08723,3,10,0%,60,0%,62,Achievement,10,98%,70,633,96%,573,Achievement,N/A,Insufficient data,7,47,74%,78,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,4,60%,68,690,63%,626,Achievement,2,17%,70,628,18%,564,Achievement,3,8,1%,95,715,1%,757,Achievement,2,1.525,112,10,10,10,74,No Reduction,08/26/2002,RENAL VENTURES MANAGEMENT,12/31/2014
HOLY CROSS HOSPITAL,210004,212310,,RENAL DIALYSIS UNIT,1500 FOREST GLEN RD,SILVER SPRING,MD,20910,5,10,0%,54,0%,55,Achievement,2,88%,71,536,88%,536,Achievement,0,33%,11,87,33%,113,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,2,6,67%,55,551,61%,546,Achievement,7,8%,55,511,4%,517,Achievement,7,8,1%,105,902,3%,977,Achievement,4,1.108,224,10,8,10,69,No Reduction,01/01/1981,NOT A CHAIN,01/02/1980
WESTERN MARYLAND CENTER,212507,212314,,RENAL DIVISION,1500 PENNSYLVANIA AVE,HAGERSTOWN,MD,21740,5,10,0%,17,0%,19,Achievement,5,92%,22,179,95%,198,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,8,72%,19,181,43%,192,Achievement,10,2%,20,165,15%,182,Achievement,9,3,4%,22,161,0%,218,Achievement,4,1.207,33,N/A,8,10,71,No Reduction,09/01/1977,NOT A CHAIN,01/02/1980
EASTCHESTER ROAD DIALYSIS CENTER,332656,,,LIBERTY R.C. INC.,1515 JARRETT PLACE,BRONX,NY,10461,2,0,2%,43,0%,41,Achievement,10,98%,48,428,98%,418,Achievement,10,99%,15,99,86%,92,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,6,67%,40,416,67%,414,Achievement,7,8%,43,390,5%,381,Achievement,7,8,1%,91,732,1%,832,Achievement,6,0.654,103,10,10,7,68,No Reduction,11/20/2007,DAVITA,11/21/2007
NEW HYDE PARK DIALYSIS CENTER,332620,,,NEW HYDE PARK DIALYSIS CENTER,1574 HILLSIDE AVENUE,NEW HYDE PARK,NY,11040,2,0,3%,116,3%,120,Achievement,7,94%,131,1147,94%,1173,Achievement,N/A,Insufficient data,10,76,Insufficient data,57,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,10,80%,119,1245,74%,1302,Achievement,8,5%,129,1165,10%,1174,Achievement,9,8,1%,185,1475,1%,1744,Achievement,10,0,217,10,5,10,71,No Reduction,08/06/2001,NOT A CHAIN,04/04/2007
BRONX DIALYSIS CENTER,332563,,,"KNICKERBOCKER DIALYSIS, INC",1615 EASTCHESTER ROAD,BRONX,NY,10461,2,0,2%,85,0%,92,Achievement,9,97%,99,929,96%,985,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,8,72%,97,1018,75%,1096,Achievement,7,8%,101,957,4%,1034,Achievement,7,10,0%,154,1249,1%,1459,Achievement,3,1.261,200,10,10,10,66,No Reduction,08/20/1996,DAVITA,08/21/1996
OCEAN CO MEDICAL CENTER BRICK,310052,312326,,BRICK MEDICAL ARTS BUILDING- DIALYSIS,1640 RT 88 SUITE 102,BRICK,NJ,08724,3,10,0%,89,1%,89,Achievement,7,94%,98,679,96%,921,Achievement,N/A,Insufficient data,4,32,Insufficient data,38,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,5,64%,103,1047,69%,1034,Achievement,4,13%,109,967,13%,953,Achievement,4,8,1%,121,936,1%,1063,Achievement,6,0.690,144,10,6,10,74,No Reduction,01/06/1995,MERIDIAN,07/21/2006
FRESENIUS MEDICAL CARE MON VALLEY,392565,,,VISTA ONE PROFESSIONAL CENTER,"17 ARENTZEN BOULEVARD, SUITE 105",CHARLEROI,PA,15022,4,10,0%,25,0%,24,Achievement,7,94%,33,299,94%,290,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,9,74%,30,311,76%,305,Achievement,6,10%,32,294,10%,290,Achievement,7,8,1%,64,541,2%,638,Achievement,4,1.150,78,10,6,10,75,No Reduction,06/12/1990,FRESENIUS MEDICAL CARE,06/02/1990
KAISER FOUNDATION HOSPITAL MEDICAL CTR.- BALDWIN PARK,050723,052399,,PERITONEAL DIALYSIS UNIT,1813 N.HACIENDA BLVD.,LA PUENTE,CA,91744,18,N/A,Insufficient data,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,8,1%,73,588,1%,575,Achievement,N/A,Insufficient data,0,N/A,N/A,N/A,No Score Calculated,No Reduction,02/07/2006,KAISER PERMANENTE,10/10/2003
FRESENIUS MEDICAL CARE HAHNEMANN,392694,,,"230 NO. BROAD STREET, MS 311","18TH FL, SOUTH TOWER, RM 1801",PHILADELPHIA,PA,19102,4,10,0%,29,0%,30,Achievement,5,92%,37,332,89%,344,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,3,58%,34,346,53%,372,Achievement,5,12%,35,326,16%,341,Achievement,4,3,4%,55,448,4%,531,Achievement,0,Not Reported,68,10,5,10,55,No Reduction,02/07/2002,FRESENIUS MEDICAL CARE,02/08/2002
BMA - GREATER NORFOLK,492588,,,(GRANBY DIALYSIS),1902 OMOHUNDRO AVE,NORFOLK,VA,23517,5,10,0%,55,0%,59,Achievement,6,93%,107,746,93%,753,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,6,10,78%,73,751,71%,764,Achievement,8,5%,78,706,10%,717,Achievement,9,4,9%,102,850,15%,984,Improvement,5,0.812,179,10,6,9,73,No Reduction,09/26/1997,FRESENIUS MEDICAL CARE,01/02/1980
DAVITA - JACKSON COUNTY DX,042554,,,PRATT SQUARE,1912 MCCLAIN,NEWPORT,AR,72112,13,10,0%,21,0%,20,Achievement,8,95%,25,185,98%,187,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,6,66%,25,226,56%,210,Achievement,4,19%,27,203,32%,190,Improvement,5,10,0%,21,153,1%,173,Achievement,0,2.155,44,10,7,10,70,No Reduction,02/05/1999,DAVITA,02/06/1999
ATLANTIC CITY MEDICAL CENTER,310064,312323,,DIALYSIS UNIT,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,08401,3,10,0%,41,0%,16,Achievement,9,97%,59,481,41%,560,Achievement,N/A,Insufficient data,2,5,Insufficient data,13,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,5,63%,48,503,63%,590,Achievement,9,3%,55,499,2%,555,Achievement,7,10,0%,52,379,0%,500,Achievement,0,3.120,99,10,8,10,76,No Reduction,08/31/1989,NOT A CHAIN,05/13/2011
RAI EAST 11TH ST ANNISTON,012530,,,522 EAST 11TH STREET,1ST FLOOR,ANNISTON,AL,36207,8,10,0%,49,0%,55,Achievement,5,92%,78,695,93%,720,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,3,56%,67,715,56%,759,Achievement,9,4%,72,686,6%,715,Achievement,6,8,1%,82,688,2%,137,Achievement,2,1.453,110,10,5,10,66,No Reduction,01/07/1987,NOT A CHAIN,03/06/2012
FMC TRENTON,312504,,,40 FULD STREET,1ST FLOOR,TRENTON,NJ,08638,3,10,0%,81,1%,80,Achievement,4,91%,92,856,90%,884,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,3,56%,84,904,54%,918,Achievement,1,19%,88,862,19%,875,Achievement,2,0,8%,120,999,4%,1193,Achievement,7,0.579,159,10,9,10,61,No Reduction,10/01/1978,FRESENIUS MEDICAL CARE,12/02/2011
FRESENIUS MEDICAL CARE CAPITAL AREA,392672,,,1300 LINGLESTOWN ROAD,1ST FLOOR,HARRISBURG,PA,17110,4,10,0%,34,0%,27,Achievement,4,90%,50,372,86%,375,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,6,65%,41,406,78%,384,Achievement,2,17%,44,367,9%,350,Achievement,4,0,6%,77,556,2%,648,Achievement,5,0.995,151,10,9,10,61,No Reduction,09/27/2000,FRESENIUS MEDICAL CARE,01/01/2004
CHILDRENS HOSPITAL OF PHILADELPHIA,393303,392354,,34TH STREET & CIVIC CENTER BOULEVARD,1ST FLOOR MAIN,PHILADELPHIA,PA,19104,4,N/A,Insufficient data,1,Insufficient data,1,N/A,N/A,Insufficient data,2,8,Insufficient data,4,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,6,18,Insufficient data,14,N/A,N/A,N/A,Insufficient data,1,5,Insufficient data,4,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,2,13,Insufficient data,0,N/A,0,Not Reported,17,N/A,10,10,25,1.5%,04/08/1993,NOT A CHAIN,01/02/1980
THE KIDNEY CENTER OF GREATER HAZLETON,392688,,,426 AIRPORT ROAD,2 BELTWAY COMMONS,HAZLE TOWNSHIP,PA,18202,4,10,0%,33,0%,27,Achievement,10,98%,49,386,97%,339,Achievement,N/A,Insufficient data,3,14,Insufficient data,27,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,0,44%,44,433,56%,371,Achievement,0,26%,47,392,23%,343,Achievement,0,10,0%,61,454,2%,519,Achievement,8,0.386,72,10,8,10,79,No Reduction,08/13/2001,AMERICAN RENAL ASSOCIATES,01/01/2004
FMC SANTA JUANITA,402543,,,URB SANTA JUANITA,2 SANTA JUANITA SHOPP CTR,BAYAMON,PR,00956,3,10,0%,54,0%,49,Achievement,0,81%,80,564,83%,530,Achievement,N/A,Insufficient data,6,51,Insufficient data,76,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,0,3,58%,59,594,68%,553,Achievement,1,19%,64,535,16%,521,Achievement,2,5,3%,163,1173,6%,1401,Achievement,0,2.228,214,10,6,9,45,0.5%,07/02/2010,FRESENIUS MEDICAL CARE,04/09/2011
QUALITY CARE DIALYSIS CENTER,222519,,,UNIT 1 STETSON WEST,2 WEST STREET UNIT 1,WEYMOUTH,MA,02190,1,0,2%,45,2%,48,Achievement,7,94%,64,483,93%,481,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,9,75%,56,578,75%,582,Achievement,8,6%,60,553,6%,531,Achievement,8,3,4%,83,676,3%,834,Achievement,4,1.092,115,10,10,10,59,No Reduction,04/10/1992,FRESENIUS MEDICAL CARE,01/01/2012
RCG ST BARNABAS SO ORANGE AVE,312576,,,OUTPATIENT HEMODIALYSIS,200 SO ORANGE AVENUE,LIVINGSTON,NJ,07039,3,2,1%,115,0%,117,Achievement,9,97%,135,1175,97%,1293,Achievement,6,83%,16,106,92%,79,Achievement,N/A,Insufficient data,2,13,Insufficient data,0,N/A,9,8,71%,117,1223,76%,1371,Achievement,6,10%,129,1186,11%,1309,Achievement,7,10,0%,157,1294,2%,1686,Achievement,4,1.139,189,10,9,9,69,No Reduction,04/01/2004,RENAL CARE GROUP INC.,07/02/2011
UCSD DIALYSIS CENTER,052818,,,"DIALYSIS PROGRAM, MAIL CODE 8781",200 W. ARBOR DRIVE,SAN DIEGO,CA,92103,18,10,0%,71,0%,72,Achievement,10,98%,92,844,97%,761,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,6,67%,83,906,61%,815,Achievement,6,10%,86,860,12%,773,Achievement,6,10,0%,135,1164,2%,1266,Achievement,7,0.577,158,10,10,10,89,No Reduction,02/17/1998,NOT A CHAIN,01/03/1980
BON SECOURS HOSPITAL,210013,212309,,RENAL DIALYSIS UNIT,2000 W BALTIMORE STREET,BALTIMORE,MD,21223,5,10,0%,13,0%,96,Achievement,10,98%,125,1034,97%,1048,Achievement,N/A,Insufficient data,5,30,Insufficient data,15,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,0,41%,118,1182,40%,1123,Achievement,0,24%,122,1092,16%,1054,Achievement,0,5,3%,141,1018,Insufficient data,0,Achievement,4,1.056,204,10,7,10,66,No Reduction,05/01/1980,BON SECOURS,01/02/1980
DAVITA - MCKEESPORT DIALYSIS,392532,,,OAK PARK MALL,2001 LINCOLN WAY,WHITE OAK,PA,15131,4,0,4%,24,4%,23,Achievement,10,98%,35,286,97%,226,Achievement,N/A,Insufficient data,5,29,Insufficient data,24,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,68%,32,310,71%,241,Achievement,6,9%,34,275,1%,205,Achievement,6,3,4%,71,542,2%,577,Achievement,3,1.249,91,10,10,10,59,No Reduction,11/25/1981,DAVITA,01/04/2006
CENTRACARE KIDNEY PROGRAM - BRAINERD,243513,,,BUSINESS HIGHWAY 371,2024 SOUTH 6TH ST,BRAINERD,MN,56401,11,10,0%,39,0%,48,Achievement,4,90%,92,539,89%,558,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,6,66%,62,579,62%,586,Achievement,1,25%,67,514,28%,521,Improvement,3,6,2%,64,449,0%,511,Achievement,6,0.788,152,10,10,10,68,No Reduction,02/02/1993,CENTRACARE DIALYSIS,08/27/2011
CENTRACARE KIDNEY PROGRAM,243528,242316,,HEALTH PLAZA DIALYSIS,2035 15TH STREET NORTH SUITE 220,SAINT CLOUD,MN,56303,11,10,0%,78,0%,68,Achievement,9,97%,112,830,97%,760,Achievement,10,96%,37,102,79%,33,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,9,74%,94,946,69%,846,Achievement,4,13%,99,854,17%,774,Achievement,6,6,2%,111,808,0%,824,Achievement,0,2.673,212,10,10,10,72,No Reduction,03/01/2002,CENTRACARE DIALYSIS,08/15/2014
FRESENIUS MEDICAL CARE SMYRNA,082512,,,GATEWAY NORTH SHOPPING CENTER,210 STADIUM STREET - RT 13,SMYRNA,DE,19977,4,10,0%,63,0%,58,Achievement,4,87%,92,700,80%,664,Improvement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,4,59%,69,695,59%,679,Achievement,6,10%,75,659,9%,631,Achievement,5,6,2%,80,619,4%,637,Achievement,5,0.838,126,10,8,10,68,No Reduction,11/20/2002,FRESENIUS MEDICAL CARE,07/24/2014
DAVITA - FOND DU LAC DIALYSIS,522526,,,DIALYSIS UNIT,210 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54937,11,10,0%,12,0%,13,Achievement,10,98%,21,157,93%,124,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,8,73%,15,154,66%,145,Achievement,4,13%,18,145,11%,123,Achievement,6,1,5%,19,156,2%,180,Achievement,10,0,32,N/A,8,10,81,No Reduction,06/30/1998,DAVITA,02/02/2012
FMC NORTH IDAHO  DIALYSIS FACILITY,132507,,,KOOTENAI MEDICAL CENTER,2100 IRONWOOD COURT SUITE A,COEUR D'ALENE,ID,83814,16,10,0%,37,0%,36,Achievement,4,91%,67,436,87%,454,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,10,80%,51,464,71%,460,Achievement,6,9%,52,405,22%,444,Achievement,8,3,4%,63,389,5%,475,Achievement,5,0.995,114,10,9,10,71,No Reduction,11/01/2000,RENAL CARE GROUP INC.,06/01/2011
BOX BUTTE DIALYSIS UNIT,280118,282314,,BOX BUTTE GENERAL HOSPITAL,2101 BOX BUTTE AVE,ALLIANCE,NE,69301,12,10,0%,14,0%,14,Achievement,10,99%,16,167,98%,173,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,78%,15,173,80%,178,Achievement,0,20%,16,172,21%,170,Achievement,5,N/A,Insufficient data,9,80,0%,103,N/A,6,0.788,23,N/A,N/A,N/A,No Score Calculated,No Reduction,12/28/2000,NOT A CHAIN,12/28/2000
THE CHILDREN'S HOSPITAL OF BUFFALO,333562,,,HEMODIALYSIS UNIT,219 BRYANT STREET,BUFFALO,NY,14222,2,N/A,Insufficient data,0,Insufficient data,0,N/A,N/A,Insufficient data,1,4,Insufficient data,0,N/A,N/A,Insufficient data,2,4,Insufficient data,0,N/A,N/A,Insufficient data,5,32,Insufficient data,28,N/A,N/A,N/A,Insufficient data,1,4,Insufficient data,0,N/A,N/A,Insufficient data,1,1,Insufficient data,0,N/A,N/A,N/A,Insufficient data,4,10,Insufficient data,3,N/A,N/A,Insufficient data,10,N/A,10,10,No Score Calculated,No Reduction,01/01/2011,NOT A CHAIN,01/02/2011
TRINITAS HOSPITAL,310027,312318,,DIALYSIS UNIT,225 WILLIAMSON STREET,ELIZABETH,NJ,07207,3,0,2%,92,0%,83,Achievement,9,97%,121,1009,97%,921,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,0,46%,108,1122,55%,1000,Achievement,2,18%,113,1015,15%,930,Achievement,1,8,1%,58,386,1%,423,Achievement,4,1.019,187,10,8,10,54,No Reduction,12/24/1999,NOT A CHAIN,12/10/2014
SOUTH SUBURBAN DIALYSIS FACILITY,222515,,,(BMA QUINCY),241 PARKINGWAY,QUINCY,MA,02169,1,10,0%,62,0%,57,Achievement,8,96%,85,703,94%,667,Achievement,N/A,Insufficient data,4,30,Insufficient data,6,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,5,64%,72,725,73%,694,Achievement,6,10%,76,664,8%,638,Achievement,6,6,2%,91,766,1%,848,Achievement,5,0.853,134,10,8,10,76,No Reduction,04/10/1991,FRESENIUS MEDICAL CARE,05/15/2008
DCI ST PETER UNIV HOSP,312555,,,DIALYSIS UNIT,254 EASTON AVENUE,NEW BRUNSWICK,NJ,08903,3,10,0%,59,2%,51,Achievement,8,96%,71,622,94%,570,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,6,66%,64,640,62%,606,Achievement,3,16%,66,598,13%,581,Achievement,4,0,7%,75,583,5%,774,Achievement,10,0,91,10,10,10,76,No Reduction,09/27/2000,"DIALYSIS CLINIC, INC.",01/01/2007
ARA DIALYSIS UNIT AT OHIO VALLEY HOSPITAL LLC,392759,,,MEDICAL ARTS BUILDING,"27 HECKEL ROAD, SUITE 113",MCKEES ROCKS,PA,15136,4,10,0%,18,0%,13,Achievement,10,99%,24,206,95%,184,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,2,51%,20,207,41%,200,Improvement,2,18%,22,190,18%,182,Achievement,2,6,2%,50,377,5%,339,Achievement,8,0.386,68,10,9,10,79,No Reduction,06/12/2009,AMERICAN RENAL ASSOCIATES,12/19/2014
DCI SKOWHEGAN,202509,,,"DIALYSIS CLINIC INC. SKOWHEGAN, ME",27 RESEARCH DRIVE/PO BOX  2231,SKOWHEGAN,ME,04976,1,10,0%,24,0%,27,Achievement,3,89%,34,256,93%,249,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,3,8,73%,27,291,75%,296,Achievement,7,8%,28,278,8%,275,Achievement,7,8,1%,36,284,1%,332,Achievement,10,0,58,10,9,10,81,No Reduction,03/19/2003,"DIALYSIS CLINIC, INC.",10/23/2003
ST. JOSEPH'S PATERSON DIALYSIS,312614,,,11 GETTY AVENUE,275 HOSPITAL PLAZA,PATERSON,NJ,07503,3,10,0%,261,0%,283,Achievement,10,98%,298,2782,98%,2884,Achievement,10,97%,27,215,87%,223,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,84%,275,2952,81%,3119,Achievement,6,9%,294,2797,10%,2967,Achievement,8,8,1%,402,3454,1%,4310,Achievement,2,1.469,475,10,10,10,82,No Reduction,12/01/2011,DAVITA,12/01/2011
PEACHTREE CITY DIALYSIS,112815,,,2830 W HWY 54,2830 W HWY 54,PEACHTREE CITY,GA,30269,6,10,0%,32,0%,32,Achievement,9,97%,39,307,95%,275,Achievement,N/A,Insufficient data,9,95,Insufficient data,71,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,0,48%,29,304,52%,294,Achievement,8,5%,30,288,6%,262,Achievement,4,10,0%,53,417,0%,418,Achievement,3,1.386,72,10,9,10,77,No Reduction,08/27/2009,DAVITA,08/28/2009
BAYONNE HOSPITAL RENAL CENTER,310025,312324,,DIALYSIS UNIT,29 EAST 29TH STREET,BAYONNE,NJ,07002,3,N/A,Insufficient data,0,Insufficient data,0,N/A,5,92%,58,413,92%,356,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,6,65%,52,515,58%,474,Achievement,2,21%,52,462,28%,408,Improvement,4,5,3%,55,420,5%,453,Achievement,6,0.796,95,10,10,10,62,No Reduction,07/16/1990,NOT A CHAIN,06/22/2010
